name	type	units	low_cutoff	high_cutoff	notch	software_filters	status	status_description	sampling_frequency	description
A'1	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'2	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'3	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'4	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'5	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'6	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'7	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'8	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'9	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'10	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'11	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
A'12	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'1	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'2	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'3	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'4	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'5	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'6	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'7	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'8	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'9	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'10	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'11	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
H'12	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'1	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'2	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'3	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'4	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'5	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'6	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'7	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'8	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'9	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'10	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'11	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
PH'12	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'1	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'2	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'3	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'4	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'5	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'6	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'7	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'8	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'9	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'10	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'11	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
OB'12	EEG	uV	n/a	n/a	n/a	n/a	n/a	n/a	500	n/a
